age,wc,edu,ms,occ,rel,race,sex,hpw,waob,incc
12,1,20,5,2,1,5,1,40,1,1
31,3,22,3,7,1,5,2,45,1,2
38,2,14,5,19,1,3,2,15,1,1
18,7,23,1,15,1,5,1,36,1,2
45,7,16,1,16,1,5,1,84,1,2
23,1,16,5,23,1,4,2,40,3,1
8,1,21,5,18,1,4,2,40,3,1
5,1,18,5,20,3,5,2,40,1,1
38,1,19,5,25,6,3,1,40,1,1
26,1,18,1,18,2,5,2,42,1,2
39,1,15,1,16,1,5,1,50,1,2
34,3,21,1,7,2,5,2,40,1,1
48,2,20,1,15,1,5,2,24,1,1
33,1,11,1,13,2,4,2,40,1,1
16,1,12,5,5,1,5,1,40,1,1
30,1,14,3,6,1,5,2,33,1,1
25,1,19,5,18,3,5,2,40,1,1
29,1,16,1,19,1,3,1,40,1,1
52,1,23,3,7,1,5,2,40,1,1
34,4,24,5,7,1,4,1,70,3,2
6,1,21,5,15,3,5,2,30,1,1
35,2,20,2,15,1,5,2,36,1,2
22,7,1,3,23,16,5,1,50,3,1
32,1,20,1,18,1,5,1,50,1,1
3,1,19,5,23,18,4,1,20,1,1
40,1,15,1,6,1,5,2,30,1,1
16,1,16,1,2,13,3,1,40,1,1
22,3,22,1,4,2,5,2,40,5,1
6,1,21,5,9,1,4,2,20,4,1
21,3,19,5,15,3,5,1,38,1,1
41,1,16,1,25,1,5,1,40,1,1
15,1,16,5,16,16,4,1,50,1,1
11,5,18,5,18,3,3,1,50,1,1
43,1,20,1,5,2,5,1,20,1,1
18,1,16,5,23,14,3,1,32,3,1
13,1,18,5,13,1,4,2,10,3,1
5,1,19,5,18,17,5,2,20,4,1
26,4,22,1,7,2,5,1,50,1,2
35,1,19,1,16,1,5,1,60,1,2
19,4,16,1,18,1,3,2,40,1,2
36,2,14,1,25,1,5,1,40,1,1
6,1,19,5,6,1,4,2,25,1,1
17,1,20,1,23,2,5,1,40,1,2
39,1,24,1,23,2,5,2,50,1,2
38,1,21,1,19,1,4,1,60,3,2
29,3,22,3,7,1,5,1,40,1,2
19,5,22,5,17,18,5,1,50,1,1
7,1,21,5,23,3,5,2,35,1,1
21,2,18,1,15,1,5,2,36,1,2
9,1,19,5,23,3,4,2,30,1,1
32,1,19,1,16,1,5,1,40,4,2
31,4,24,1,16,1,5,2,50,1,2
43,4,22,5,7,1,5,2,40,1,1
17,1,19,4,20,1,3,2,40,6,1
36,1,19,1,3,1,5,1,45,1,2
10,1,18,5,19,3,5,1,50,1,1
29,1,21,1,22,2,3,1,40,1,1
36,2,19,1,7,2,5,2,24,1,1
39,1,18,1,19,1,5,2,55,1,1
27,1,19,1,18,1,5,1,50,1,2
43,1,20,1,18,2,5,2,40,1,2
2,1,16,5,23,3,4,2,20,1,1
25,3,21,5,18,6,3,2,40,1,2
45,1,1,3,6,1,2,2,50,4,1
27,1,22,1,7,2,5,2,45,1,1
18,1,12,1,6,2,5,1,34,3,1
23,1,22,1,18,2,5,2,55,1,1
17,1,21,5,9,1,5,1,40,1,1
36,1,21,1,23,1,5,1,55,1,2
3,1,19,5,25,4,5,1,60,1,1
22,4,21,1,4,2,5,2,40,1,2
7,1,17,5,23,1,5,2,32,1,1
2,4,18,5,6,18,5,1,7,1,1
32,1,16,1,25,1,5,1,55,1,2
48,1,20,1,18,2,5,2,45,1,2
28,1,16,3,19,1,3,1,42,1,1
11,2,22,5,18,12,5,2,47,1,1
43,1,9,1,11,7,4,1,40,3,1
2,8,18,5,20,18,5,2,24,1,1
12,1,12,1,25,2,4,1,40,3,1
18,1,9,5,2,1,4,1,40,3,1
35,1,19,3,18,1,5,2,40,1,1
44,1,16,1,2,2,5,1,40,1,1
17,1,21,1,18,1,5,1,40,1,2
13,3,20,5,21,1,5,1,40,1,1
38,2,16,1,7,1,5,2,40,1,1
43,1,21,1,16,1,5,1,50,1,2
17,1,20,1,19,2,4,2,40,3,1
27,1,21,1,23,1,5,1,50,1,2
32,1,16,1,23,1,3,1,40,1,1
39,1,21,1,23,2,5,2,40,1,2
29,1,21,2,16,1,5,2,25,1,1
26,1,20,1,7,1,5,2,24,1,1
6,5,21,5,16,1,5,2,55,1,1
56,3,18,1,25,2,5,1,20,1,1
43,1,19,1,18,2,5,2,24,1,1
21,1,16,5,19,3,4,1,45,1,1
49,4,23,1,18,1,5,1,40,5,2
8,1,19,5,25,14,5,1,48,1,1
54,1,20,1,15,2,5,2,24,1,1
40,7,20,3,16,1,5,1,60,1,1
39,1,10,2,19,1,5,1,50,1,1
29,2,21,1,16,2,3,2,50,1,2
26,1,15,1,18,2,5,2,36,1,1
39,7,21,1,23,1,5,1,45,1,2
21,1,21,1,16,1,5,1,40,1,2
39,3,22,1,7,2,5,2,40,1,2
34,2,21,3,7,1,5,2,50,1,2
26,1,21,1,18,1,5,2,40,1,1
45,7,21,1,16,1,5,1,45,1,1
11,1,21,3,6,3,4,2,40,2,1
11,4,15,5,6,17,3,1,40,1,1
20,1,16,1,5,2,5,1,40,1,1
39,1,16,3,6,14,5,2,33,1,1
39,1,21,3,1,14,5,1,45,1,2
43,1,16,4,11,3,3,2,30,1,1
36,4,21,1,4,2,5,2,37,1,1
2,1,16,5,18,18,5,2,27,1,1
19,1,16,5,19,14,4,1,40,1,1
48,1,19,1,15,1,5,2,40,1,1
22,1,19,5,13,14,3,2,40,3,1
1,1,13,5,23,3,5,1,12,1,1
44,1,14,3,19,1,5,1,40,1,1
25,4,17,1,16,2,5,2,37,1,1
48,4,20,1,2,2,5,1,40,1,1
25,1,16,4,20,1,5,2,40,1,1
24,1,17,1,20,2,5,2,40,1,1
29,2,22,1,4,1,5,2,30,1,1
49,2,18,1,18,2,5,2,40,1,1
22,1,8,1,11,2,5,2,40,3,1
42,1,19,1,23,1,5,1,50,1,2
17,1,22,1,19,1,5,2,40,1,2
11,1,20,5,18,5,5,2,40,1,1
25,1,17,1,23,2,5,1,38,1,1
21,1,16,1,19,1,5,1,40,1,1
2,1,16,5,25,3,5,1,40,1,1
5,1,19,5,14,1,5,1,40,1,1
20,1,20,1,18,2,5,2,30,1,1
12,4,21,1,16,2,5,1,45,1,2
33,1,21,1,23,1,5,1,45,1,2
45,3,16,1,2,2,5,1,40,1,1
6,1,21,5,1,13,5,2,48,1,1
15,1,16,3,6,3,5,2,40,1,1
33,1,18,1,8,1,5,1,70,1,1
26,1,20,1,18,1,3,2,40,1,1
36,1,19,3,23,1,5,1,50,1,2
39,4,19,3,4,1,3,2,40,1,1
16,1,21,1,12,1,5,2,40,1,2
31,7,24,1,24,2,5,2,30,1,1
24,1,20,1,16,2,5,1,45,1,2
40,7,24,1,14,1,5,1,60,1,2
49,1,5,1,11,1,5,1,75,3,2
48,1,19,3,16,1,5,1,65,1,2
15,1,1,5,18,11,3,1,30,1,1
14,4,21,1,1,2,5,2,40,1,1
35,1,16,1,19,2,3,2,45,1,1
33,3,22,1,7,1,5,2,30,1,1
12,1,13,5,25,17,3,1,84,1,1
56,7,20,1,23,1,5,1,40,1,1
24,1,23,1,4,2,5,2,65,1,2
18,5,17,5,18,1,5,1,25,1,1
7,1,19,5,25,18,3,1,55,1,1
41,2,22,1,4,1,5,1,42,1,1
40,1,18,1,23,1,5,1,65,1,2
2,1,16,5,18,3,1,1,40,1,1
24,1,19,1,24,2,5,1,48,1,1
42,1,19,5,25,13,5,1,40,3,1
39,1,17,1,18,1,5,2,40,1,1
26,1,13,5,19,1,5,1,50,4,1
24,1,19,1,16,1,4,2,40,1,2
7,1,16,5,25,3,5,1,35,1,1
51,7,21,2,12,1,5,1,60,1,2
18,1,23,1,14,1,5,1,45,1,2
33,1,16,5,23,3,2,2,40,1,1
17,1,22,1,16,1,5,1,43,1,2
2,1,18,5,19,18,5,1,50,1,1
3,1,16,5,5,3,5,1,30,1,1
29,6,19,1,20,2,5,2,8,1,1
11,1,19,5,15,1,2,1,40,1,2
44,4,22,1,7,1,5,2,40,1,1
19,1,20,5,19,1,1,1,40,1,1
25,1,16,1,22,2,5,1,40,1,1
4,1,14,5,23,3,3,1,40,1,1
35,1,18,3,13,1,3,2,32,1,1
15,1,20,5,16,3,5,2,40,1,1
6,1,19,5,13,1,3,2,40,1,1
42,2,22,1,15,1,5,1,40,1,2
37,1,20,1,5,1,5,1,35,1,1
25,1,16,1,25,2,5,1,60,1,2
4,1,16,5,23,8,5,2,40,1,1
39,1,18,5,21,3,5,1,35,1,2
35,4,21,1,6,2,5,2,18,1,1
9,1,19,5,25,3,5,1,40,1,1
22,5,17,5,2,17,3,1,32,1,1
19,1,20,1,18,1,5,2,40,1,1
32,7,18,3,8,3,5,2,12,1,1
27,2,16,1,18,1,3,2,40,1,1
54,1,20,1,18,1,5,1,6,1,1
1,1,14,5,6,3,5,2,8,1,1
17,1,16,1,23,1,5,1,40,1,2
22,3,20,1,18,2,5,2,40,1,1
19,3,16,1,6,2,1,2,20,1,1
43,1,14,1,25,1,4,1,40,1,1
9,1,19,5,3,3,3,1,42,1,1
17,1,21,1,18,2,5,2,40,1,1
21,1,14,1,5,1,5,1,35,1,1
7,1,20,5,12,1,5,1,38,1,1
14,7,20,1,16,2,5,1,75,1,1
10,1,18,5,18,3,5,2,25,1,1
55,7,16,3,16,1,5,1,91,1,1
30,1,19,1,18,2,5,2,40,1,1
3,1,14,5,23,3,5,2,11,3,1
57,2,11,1,4,1,3,1,40,1,2
30,7,19,1,7,13,5,2,40,1,1
1,3,13,5,18,8,1,1,38,1,1
6,3,21,5,18,1,5,2,15,1,1
7,1,19,5,1,1,5,2,45,1,1
46,2,20,1,15,1,5,2,40,1,2
54,2,22,3,16,1,4,2,20,1,1
38,1,16,5,2,1,5,1,40,1,1
32,1,20,1,15,2,5,2,40,1,1
35,1,1,5,25,1,4,1,40,3,1
14,1,18,1,18,2,3,1,60,1,1
13,4,21,1,12,2,5,2,40,1,1
30,1,16,1,8,1,5,1,43,1,1
6,1,16,1,18,2,5,2,30,1,1
12,5,21,1,18,1,5,2,40,1,1
21,3,16,5,22,3,5,1,50,1,2
14,1,21,1,16,2,5,2,40,1,1
41,7,20,1,12,1,5,2,15,1,1
33,1,20,5,16,1,5,1,60,1,2
13,1,16,1,20,2,5,2,9,1,1
20,5,19,5,18,14,3,1,40,1,2
2,1,14,5,23,3,5,2,8,1,1
43,1,19,1,16,1,5,1,50,1,1
49,1,19,3,23,3,5,1,40,1,1
21,1,16,1,19,1,5,2,40,1,1
35,1,1,1,19,2,4,1,39,3,1
9,1,21,5,16,14,5,2,60,1,2
23,1,21,1,16,10,5,1,52,1,1
46,2,16,1,16,2,5,2,37,1,2
40,1,16,1,18,2,5,2,35,1,1
25,2,21,1,16,1,5,1,45,1,2
44,1,21,1,1,1,3,1,40,1,2
38,1,9,5,6,1,5,2,40,3,1
39,3,21,1,7,1,3,1,40,1,2
24,1,19,3,18,1,5,2,40,1,1
8,1,17,5,6,1,5,2,25,1,1
21,1,23,1,15,2,5,2,18,1,2
42,1,23,5,8,1,5,1,40,1,2
46,1,21,3,19,1,2,1,40,4,1
28,1,17,5,2,3,5,1,8,1,1
34,1,9,1,6,2,5,2,30,3,1
38,4,22,1,7,1,5,1,40,1,2
26,1,19,1,23,16,2,2,50,4,1
12,1,21,5,23,1,5,2,40,1,2
18,1,16,1,16,2,4,2,40,4,1
34,3,20,1,18,2,5,2,35,1,1
48,8,20,3,20,1,3,2,20,1,1
21,1,22,1,3,1,2,1,45,4,2
17,1,22,1,3,2,4,2,45,4,2
4,1,18,5,18,3,5,2,15,1,1
8,1,19,5,18,3,5,2,10,1,1
44,4,1,3,2,1,3,1,40,1,1
29,1,16,1,19,1,5,1,43,1,1
2,1,18,5,6,18,5,1,20,1,1
12,1,20,3,18,1,5,2,45,1,1
7,4,20,5,6,1,2,1,15,4,1
28,1,16,1,19,2,4,2,40,3,1
43,2,18,3,14,1,5,2,3,1,1
4,1,19,5,23,3,5,2,15,1,1
50,1,16,1,22,2,2,1,37,4,1
18,1,21,1,3,1,5,1,42,1,2
38,1,19,1,25,2,5,1,40,1,2
40,1,20,3,23,1,5,1,10,1,1
16,1,21,1,23,2,5,2,50,3,2
23,1,19,1,18,1,3,2,30,1,1
46,1,16,5,16,1,5,1,42,1,1
37,5,20,1,15,2,5,2,40,1,1
29,1,21,1,3,2,5,1,40,1,2
4,1,20,5,18,3,5,2,36,1,1
12,2,22,1,7,1,5,2,45,1,1
44,1,19,1,16,1,5,1,40,1,2
17,3,21,1,21,1,5,1,48,1,2
39,1,17,3,19,6,5,1,50,1,1
35,1,21,1,1,2,5,2,40,1,1
12,1,13,5,25,3,5,1,40,1,1
11,1,19,1,18,2,5,2,25,1,1
10,1,1,1,5,2,5,1,60,1,1
26,6,16,1,5,1,5,1,40,1,1
52,1,21,1,25,1,5,1,30,1,1
46,2,21,3,18,14,5,2,40,1,1
4,1,19,5,23,3,3,2,17,5,1
22,1,21,1,16,1,5,1,50,1,1
6,1,16,5,25,3,5,1,40,1,1
23,1,22,1,1,1,5,2,50,1,2
16,1,20,5,11,1,5,1,50,1,1
8,2,21,5,16,1,5,1,35,1,1
29,2,21,1,9,2,5,2,50,1,2
26,1,23,1,14,2,5,2,70,1,2
43,1,24,1,16,1,5,1,70,1,2
49,1,16,1,9,2,5,1,40,1,2
21,1,16,1,25,1,3,1,40,6,1
3,1,19,5,23,3,5,1,15,1,1
18,1,19,1,16,2,5,1,48,1,2
2,1,18,5,6,18,3,2,14,1,1
36,1,14,5,6,6,3,1,13,1,1
23,1,20,1,16,2,5,1,40,1,1
24,1,20,1,19,1,5,1,55,1,2
28,1,18,1,19,2,5,1,40,1,1
9,1,9,5,5,11,4,1,40,3,1
14,4,21,5,7,1,5,2,40,1,1
3,1,16,1,23,2,5,1,40,1,1
29,1,21,1,14,1,5,2,37,1,2
14,1,21,5,6,1,5,2,30,1,1
27,1,21,4,23,1,5,2,35,1,1
37,1,16,1,19,1,4,1,40,4,1
16,1,18,5,6,1,5,1,50,1,1
10,1,15,5,18,3,4,1,40,1,1
45,1,17,1,18,2,5,2,20,1,1
20,1,21,1,8,2,5,1,70,1,2
31,7,19,1,1,2,5,1,40,3,2
33,1,22,1,16,1,5,2,8,1,1
40,1,16,4,18,14,5,2,40,1,1
6,3,16,5,6,1,1,2,2,1,1
30,3,22,1,7,2,5,2,50,1,2
21,3,21,1,7,2,5,2,16,1,1
1,1,14,5,7,3,5,2,20,1,1
18,1,16,1,6,2,5,1,52,1,1
6,1,10,5,5,1,5,1,30,3,1
50,4,19,1,7,1,5,2,38,1,1
3,1,19,5,23,5,4,1,12,1,1
24,1,19,3,18,14,5,2,15,1,1
56,3,16,2,20,1,5,2,10,1,1
37,3,20,1,18,1,5,1,40,1,1
4,1,19,5,6,18,5,2,20,1,1
40,7,19,1,16,1,5,2,45,1,1
18,1,23,1,15,2,5,2,28,1,1
28,2,21,1,1,2,5,2,40,1,2
65,7,23,1,15,1,5,1,5,1,1
55,2,16,3,18,1,5,2,37,1,1
50,1,22,1,14,1,5,1,28,1,1
22,1,16,5,19,13,5,1,40,1,1
45,1,16,1,25,2,5,1,40,1,2
7,1,16,5,25,3,3,1,6,1,1
28,1,16,1,23,1,5,2,65,1,1
27,1,22,1,16,2,5,1,45,1,2
7,1,16,1,2,2,3,1,40,1,1
35,1,20,3,23,1,5,2,50,1,1
19,4,19,5,21,3,5,1,40,1,1
46,3,22,1,15,2,5,2,40,5,2
26,1,21,1,3,2,2,1,60,4,2
4,1,16,5,9,1,5,2,15,1,1
6,1,16,5,2,3,3,1,36,1,1
10,1,21,5,18,1,5,2,50,1,1
10,4,23,5,7,1,2,1,40,4,1
45,1,19,3,7,11,5,2,50,7,2
36,1,1,1,2,2,5,2,40,3,1
13,1,17,5,25,17,3,1,64,1,1
18,4,21,5,1,1,5,2,38,1,2
42,1,18,5,18,1,5,2,40,1,1
32,3,20,5,18,1,5,2,35,2,1
5,1,19,5,19,1,5,1,25,1,1
24,1,18,1,16,2,5,1,65,1,1
34,1,21,3,12,1,5,2,40,1,1
10,1,13,5,23,3,3,1,40,1,1
42,1,13,1,23,1,5,1,50,1,1
6,1,18,5,25,3,5,1,40,1,1
9,1,21,5,6,1,5,1,37,1,1
32,1,21,1,14,1,5,2,40,1,2
14,1,21,1,1,1,5,1,50,1,2
10,1,21,5,16,3,5,2,40,1,1
44,4,21,1,7,2,5,1,40,3,1
42,6,16,1,16,1,5,1,40,1,2
10,1,21,1,22,1,5,1,40,1,1
67,1,16,1,2,2,5,1,30,3,1
54,1,18,1,18,1,3,1,36,1,1
32,1,19,1,20,2,5,2,60,1,1
25,1,14,5,6,13,4,1,40,3,1
42,1,21,1,21,1,5,1,40,1,2
36,4,21,1,7,2,5,2,40,1,2
17,1,21,5,9,1,5,2,40,1,2
27,1,9,1,6,1,5,1,48,3,1
17,4,22,5,7,1,5,2,40,1,1
12,3,16,5,6,3,3,2,40,1,1
28,1,16,1,23,1,5,1,60,1,1
31,1,16,5,22,1,5,1,40,1,1
42,1,9,3,2,1,3,2,48,3,1
31,1,21,1,23,2,5,1,32,1,1
33,1,22,3,16,1,5,1,50,1,2
30,1,15,1,6,2,2,2,30,4,1
34,1,21,1,15,2,5,2,35,1,2
19,1,19,1,20,2,2,2,40,4,1
21,1,21,1,18,2,4,1,40,1,1
2,1,18,5,18,18,5,2,15,1,1
4,1,19,5,6,1,5,2,23,1,1
36,4,22,5,7,1,3,2,35,3,2
26,1,18,1,22,1,5,1,35,1,1
46,5,20,1,18,2,5,2,40,1,2
27,1,21,1,25,1,5,2,60,3,2
54,4,16,2,7,1,5,2,15,1,1
4,1,15,5,18,3,4,1,40,1,1
46,7,19,1,18,1,5,1,55,1,1
42,1,16,1,6,2,5,2,6,5,1
9,1,16,5,23,1,1,2,52,1,1
25,1,17,1,5,1,5,1,60,1,1
42,1,21,5,23,1,5,2,37,1,1
37,1,21,5,16,1,5,1,50,1,2
2,1,16,5,2,11,5,1,20,1,1
29,1,16,3,21,14,3,1,40,1,1
10,1,15,5,6,3,3,1,20,1,1
4,1,19,5,6,3,5,2,15,1,1
23,1,20,5,9,1,2,2,40,4,1
25,1,21,5,3,3,2,1,50,1,2
54,6,18,1,16,2,5,2,8,1,1
39,1,16,3,5,1,3,1,30,1,1
50,7,22,1,16,2,5,1,30,1,2
45,1,16,1,5,2,5,1,50,1,2
15,1,10,1,5,1,5,1,35,3,1
26,1,19,5,22,13,5,1,50,1,1
6,1,18,5,23,8,3,2,6,1,1
26,7,21,1,23,1,5,2,15,1,1
28,7,9,5,16,1,5,1,40,3,2
6,3,21,5,7,3,5,1,30,1,1
19,1,21,5,6,1,5,2,40,1,1
36,4,19,1,18,2,5,2,37,1,1
29,7,24,1,14,1,4,2,60,1,1
28,1,22,1,4,2,5,2,15,1,1
21,3,22,1,7,1,5,2,20,5,1
18,1,16,5,15,1,3,2,1,1,1
31,1,18,1,22,1,5,1,40,1,1
24,1,21,1,23,1,5,1,50,1,2
56,1,17,2,19,1,5,2,40,1,1
16,1,20,5,18,1,5,2,20,2,1
36,1,20,2,2,1,5,2,20,1,1
15,1,20,1,18,2,5,1,40,3,2
32,1,16,1,16,2,5,1,50,1,2
27,5,16,1,18,2,5,1,40,1,2
36,3,20,1,15,2,5,2,20,1,1
10,1,18,5,13,1,5,2,32,1,1
3,1,16,5,11,3,5,1,40,1,1
19,1,21,1,23,1,5,1,55,1,2
16,1,19,3,6,1,5,2,31,1,1
34,2,18,4,15,1,5,2,40,1,2
33,1,21,3,2,14,5,2,40,1,1
21,1,6,1,5,2,5,1,40,3,1
26,3,21,1,7,1,5,2,21,1,1
21,1,23,3,12,6,4,2,40,3,1
17,1,18,5,18,3,5,1,45,1,1
50,5,16,3,18,1,5,1,24,1,1
65,1,15,1,16,1,5,1,35,4,2
13,1,21,1,23,2,5,1,40,1,1
2,1,16,5,13,3,5,1,20,1,1
14,1,21,1,1,2,5,2,45,1,1
23,3,19,1,18,1,5,1,40,1,1
16,1,18,1,20,2,4,2,30,1,1
8,1,16,1,18,2,5,1,50,1,1
42,1,17,3,10,1,5,1,75,1,2
5,2,16,5,23,1,5,2,40,1,1
20,1,19,1,5,2,5,1,40,1,2
17,3,22,5,7,3,5,2,50,1,1
7,1,19,5,25,1,5,1,40,1,1
28,1,18,1,19,1,4,1,40,3,2
27,1,15,1,5,2,5,1,40,1,2
27,1,20,1,19,2,5,1,36,1,1
41,1,14,1,6,1,5,1,1,1,1
40,1,19,1,19,2,4,1,40,4,2
43,1,18,1,8,1,5,1,40,1,2
16,1,18,1,18,2,3,2,40,1,1
22,1,21,1,16,1,2,1,40,4,2
18,1,21,1,23,1,5,1,40,1,2
16,1,16,1,19,1,5,1,36,1,1
51,1,19,5,18,1,5,2,40,1,1
17,4,19,5,3,1,4,2,40,3,1
28,2,18,1,25,1,5,1,40,3,2
8,1,19,5,19,1,5,1,70,1,1
14,1,15,5,6,13,3,1,54,6,1
5,1,17,1,18,2,5,1,50,1,1
20,3,19,5,7,3,5,1,40,1,1
26,1,21,3,18,1,3,2,40,1,2
27,1,16,3,25,1,5,2,30,1,1
4,1,16,5,6,3,5,2,20,1,1
15,4,16,5,19,17,5,1,40,1,1
35,1,19,1,5,1,5,1,45,1,2
4,1,16,5,20,3,4,2,25,1,1
11,1,17,1,23,2,5,1,50,1,2
45,1,22,2,15,1,5,2,20,1,1
30,1,19,5,16,1,5,2,40,1,2
45,1,14,1,25,2,3,1,40,1,1
20,1,23,3,1,14,5,2,50,1,2
11,5,21,5,11,1,5,1,30,5,1
3,1,19,5,25,3,4,1,20,1,1
22,1,22,1,3,1,2,1,40,4,2
43,1,17,1,22,1,5,1,40,1,2
46,2,19,1,18,2,5,2,15,1,1
11,1,20,1,16,2,5,1,55,1,1
23,7,19,4,2,1,3,2,36,1,1
28,1,17,3,19,14,5,2,38,1,1
11,1,20,1,22,1,5,1,45,1,1
3,1,16,5,25,3,5,1,35,3,1
5,1,19,5,2,3,5,1,10,1,1
18,1,22,1,12,1,5,1,80,1,2
35,1,20,1,16,1,5,2,45,1,1
34,1,20,1,18,2,5,2,40,1,1
22,1,22,1,3,1,5,1,40,1,2
3,1,16,5,13,3,4,2,30,1,1
32,1,21,1,18,2,2,2,30,4,1
43,1,19,1,23,2,5,1,40,5,1
17,1,21,5,7,3,5,2,40,1,1
17,1,22,5,15,14,5,2,40,1,2
46,7,19,1,23,1,5,2,48,1,1
40,4,23,1,14,1,5,1,40,1,2
35,1,16,1,11,1,5,1,40,1,2
17,1,11,5,5,12,5,1,40,3,1
25,1,21,1,22,2,5,1,35,1,1
43,1,19,1,23,1,5,1,40,1,2
39,1,21,3,9,1,5,1,40,1,1
38,1,16,1,25,9,5,1,40,3,1
49,5,21,1,19,2,5,1,40,1,2
21,1,21,1,20,2,5,2,10,1,1
42,1,16,1,25,2,5,1,48,1,2
24,1,16,1,16,2,5,1,42,1,2
46,1,22,1,15,2,5,2,55,1,2
18,1,16,1,10,2,5,1,40,3,1
32,1,22,1,18,1,5,2,30,1,1
40,1,14,3,5,14,5,1,40,1,2
27,1,21,1,16,1,5,1,40,1,2
32,1,16,3,19,17,5,1,99,1,1
43,1,19,1,24,1,5,1,44,1,2
25,2,13,1,2,3,5,2,5,1,1
51,7,16,1,16,2,5,1,40,1,2
21,1,17,5,2,1,5,1,40,1,1
7,1,16,5,20,1,5,2,35,1,1
25,1,20,1,13,2,5,2,40,1,1
13,4,21,5,15,1,3,2,36,1,1
20,1,19,1,22,10,5,1,50,1,1
53,1,19,1,18,1,2,2,40,1,1
24,1,16,5,20,3,4,1,50,1,2
28,1,19,1,23,2,5,2,50,7,1
50,5,22,1,15,2,4,1,40,1,2
31,1,22,1,15,1,5,1,48,1,2
41,1,21,1,23,1,5,1,55,1,2
12,1,19,1,5,1,3,1,20,1,1
46,2,19,3,8,1,5,1,40,1,1
33,1,19,3,25,1,5,2,32,1,1
51,1,19,1,5,1,5,1,40,1,2
1,1,14,5,9,3,5,2,20,1,1
34,3,16,5,5,17,5,1,30,1,1
5,1,16,5,25,3,5,1,25,1,1
32,1,21,1,15,1,5,2,20,1,1
42,7,23,1,14,1,5,1,45,1,2
13,1,20,3,15,14,5,2,40,1,1
40,1,19,1,9,1,5,1,40,1,2
28,1,19,5,16,1,4,1,70,1,2
7,1,19,3,23,1,3,2,25,1,1
19,1,18,1,22,1,5,1,50,1,2
2,1,18,5,20,3,5,1,10,1,1
30,1,21,1,8,2,5,1,60,1,2
52,1,19,1,18,3,3,2,35,3,1
42,1,18,1,16,1,5,1,65,1,2
20,4,16,1,16,2,5,1,40,1,1
21,2,22,5,15,1,5,2,48,1,1
24,1,16,1,21,2,5,1,40,1,1
14,1,18,4,19,1,5,2,40,1,1
24,1,12,1,5,1,4,1,50,3,1
13,1,20,5,13,1,3,2,35,1,1
43,3,21,1,7,2,5,2,45,1,2
39,1,20,1,25,1,3,1,85,6,1
13,3,16,1,7,1,5,2,65,1,2
5,1,21,5,15,3,2,2,20,1,1
25,2,16,1,23,1,5,2,5,1,1
15,1,16,5,23,1,3,2,20,1,1
28,1,22,3,12,1,5,2,46,1,2
37,1,16,5,18,1,5,2,47,1,2
39,1,21,1,18,2,5,2,35,1,1
54,7,22,1,16,1,5,1,40,1,1
22,1,21,1,16,2,5,1,45,1,2
40,1,21,1,16,2,3,2,40,1,2
39,1,21,1,1,1,5,1,75,1,2
44,3,20,1,16,1,5,1,40,1,2
36,1,21,1,23,2,5,2,45,1,1
24,1,21,1,8,2,2,1,70,4,1
36,1,19,1,18,1,5,1,40,1,2
24,3,19,1,21,1,5,1,40,1,2
12,1,16,5,2,1,5,1,20,1,1
39,3,21,5,18,1,5,2,40,1,1
21,1,21,1,9,1,5,2,40,1,2
22,1,20,1,12,2,4,1,50,1,2
29,5,21,1,17,1,5,1,8,1,1
46,1,16,1,2,2,5,2,35,1,1
27,1,16,5,25,3,5,1,40,1,1
30,1,21,1,23,1,5,1,50,1,2
12,1,18,5,19,14,5,1,50,1,2
17,1,15,1,16,2,5,1,45,1,2
35,4,22,1,3,1,5,1,40,5,2
38,1,16,3,25,1,5,1,40,1,2
16,1,9,5,11,3,5,1,48,3,1
8,5,19,1,6,1,5,1,50,1,1
29,1,18,3,2,1,3,1,40,1,1
23,1,20,1,6,1,2,2,40,4,1
49,5,19,5,25,1,5,1,40,1,2
19,1,16,1,25,3,5,1,40,3,1
27,1,21,5,24,13,5,1,42,1,2
19,1,19,1,6,2,5,2,32,1,1
36,1,18,1,22,1,5,1,57,1,2
36,1,16,1,5,2,5,1,40,1,2
39,3,16,1,12,2,5,2,40,1,1
1,2,14,5,9,4,5,2,10,1,1
50,1,20,1,9,1,5,1,50,1,2
8,1,22,5,20,5,5,2,25,1,1
10,1,22,1,4,2,5,1,50,1,1
32,3,19,1,25,1,3,1,40,3,1
48,1,16,1,22,2,5,1,40,1,1
40,1,18,1,18,1,5,2,40,1,1
45,1,20,1,23,1,5,1,50,1,2
16,1,17,1,25,1,4,1,40,1,1
39,1,1,1,20,2,5,2,37,3,1
19,5,21,1,7,1,5,2,40,1,1
8,1,20,1,13,2,5,2,24,1,1
22,1,21,1,9,1,5,1,40,1,2
46,1,16,2,25,1,5,1,40,1,1
49,4,20,3,7,1,4,1,37,1,1
49,5,16,1,21,1,5,1,10,1,1
7,1,12,5,6,1,5,1,40,3,1
51,6,11,1,16,1,5,1,20,1,1
15,3,16,1,19,1,5,1,40,1,1
48,1,16,1,18,2,3,2,40,1,1
23,1,21,1,23,1,5,2,40,1,1
10,2,21,5,1,1,5,2,35,1,2
36,3,16,1,20,2,2,2,12,4,1
26,1,21,1,16,1,5,1,50,1,2
46,1,20,1,15,1,5,2,40,1,1
16,1,16,5,25,5,5,1,40,1,2
27,2,16,3,2,1,5,2,99,5,1
